,,,20%,20%,16%,16%,12%,12%,8%,8%
,,,Expansions,Time [ms],Expansions,Time [ms],Expansions,Time [ms],Expansions,Time [ms]
Grid,Algorithm,Lookahead,,,,,,,,
8x9,BiXDFBnB,4,214,2319,518,8635,881,15001,3039,61973
8x9,XIDA,1,1635,7354,,,,,,
8x9,XIDA,2,806,6441,2525,19832,,,,
8x9,XIDA,3,558,6632,1717,22820,,,,
8x9,XIDA,4,392,8840,1336,27457,,,,
8x9,BiXIDA,1,4887,37162,,,,,,
8x9,BiXIDA,2,126924,244682,1579621,2867062,,,,
8x9,BiXIDA,3,110453,409501,975644,3627954,,,,
8x9,BiXIDA,4,30163,86327,761369,1981936,,,,
9x9,XDFBnB,1,1753,7208,8206,31907,10838,52248,38716,191618
9x9,XDFBnB,2,977,6721,3859,24648,5055,42548,22354,158658
9x9,XDFBnB,3,690,6708,2445,25283,3678,49426,12184,166978
9x9,XDFBnB,4,1040,9438,1875,29257,2624,61264,8518,394964
9x9,BiXDFBnB,1,7070,38151,14446,106563,15222,136667,59008,577546
9x9,BiXDFBnB,2,604,4711,2299,14375,4166,28976,10840,91817
9x9,BiXDFBnB,3,1440,15570,1953,40972,3984,93339,8999,248772
9x9,BiXDFBnB,4,464,6032,1118,18076,2423,39836,5353,227514
9x9,XIDA,1,4902,23522,,,,,,
9x9,XIDA,2,2537,19877,,,,,,
9x9,XIDA,3,1752,21605,,,,,,
9x9,XIDA,4,1366,25626,,,,,,
9x9,BiXIDA,1,8563,82475,,,,,,
9x9,BiXIDA,2,321678,659862,,,,,,
9x9,BiXIDA,3,177966,709604,,,,,,
9x9,BiXIDA,4,128798,355828,,,,,,
