--- LSP Grids ---
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x7,XDFBnB,1,81,58,161,111,339,237,7531,4475
6x7,XDFBnB,2,39,59,79,108,162,223,3789,5632
6x7,XDFBnB,3,28,76,54,132,113,292,2488,7034
6x7,XDFBnB,4,24,93,38,159,80,360,1902,12865
6x7,BiXDFBnB,-1,121,79,196,127,454,324,8155,5133
6x7,BiXDFBnB,1,213,321,425,570,1050,1583,12644,17212
6x7,BiXDFBnB,2,62,54,95,80,220,215,4049,4290
6x7,BiXDFBnB,3,46,188,69,288,168,813,3006,15770
6x7,BiXDFBnB,4,30,80,48,145,111,350,2070,8112
6x7,XIDA,-1,126,94,195,133,415,308,7894,4886
6x7,XIDA,1,126,96,195,138,415,297,7894,4905
6x7,XIDA,2,60,124,96,136,202,294,3974,5049
6x7,XIDA,3,38,114,64,181,139,383,2610,6274
6x7,XIDA,4,34,174,46,217,99,469,1992,8450
6x7,BiXIDA,-1,153,112,225,154,538,417,8866,5818
6x7,BiXIDA,1,301,476,543,800,1290,2054,14120,20080
6x7,BiXIDA,2,78,80,111,102,262,282,4405,3847
6x7,BiXIDA,3,58,276,83,362,199,1020,3248,14785
6x7,BiXIDA,4,37,122,57,181,134,461,2247,6023
6x8,XMM,-1,148,194,920,1399,845,1420,9929,18737
6x8,XMM,1,148,197,920,1393,845,1391,9929,18908
6x8,XMM,2,148,198,920,1392,845,1389,9929,18502
6x8,XMM,3,148,194,920,1434,845,1359,9929,18590
6x8,XMM,4,148,198,920,1373,845,1408,9929,18527
6x8,XA*,-1,114,120,846,869,1108,1180,24910,23585
6x8,XA*,1,114,120,846,878,1108,1161,24910,23278
6x8,XA*,2,114,120,846,873,1108,1163,24910,23012
6x8,XA*,3,114,119,846,888,1108,1124,24910,23000
6x8,XA*,4,114,122,846,874,1108,1184,24910,23013
6x8,BiXA*,-1,112,122,1552,2111,1086,816,35487,25716
6x8,BiXA*,1,213,325,2941,4329,2447,3636,53911,73208
6x8,BiXA*,2,57,59,825,841,556,1056,17894,18608
6x8,BiXA*,3,37,190,520,2094,374,2939,11840,55212
6x8,BiXA*,4,31,81,395,1296,286,1536,9369,29475
6x8,XDFBnB,-1,126,94,976,832,1214,867,35499,22475
6x8,XDFBnB,1,126,98,976,683,1214,880,35499,22161
6x8,XDFBnB,2,63,95,489,697,598,841,18294,23259
6x8,XDFBnB,3,40,138,309,794,410,1120,11867,44226
6x8,XDFBnB,4,29,173,236,1341,305,1467,8973,37291
6x8,BiXDFBnB,-1,133,99,1591,1440,1103,864,36126,24716
6x8,BiXDFBnB,1,277,418,3174,4641,2466,4075,57707,83427
6x8,BiXDFBnB,2,68,63,844,658,562,567,18200,16220
6x8,BiXDFBnB,3,46,215,535,2141,377,2011,12182,84409
6x8,BiXDFBnB,4,35,133,399,1096,288,951,9485,26753
6x8,XIDA,-1,204,217,1179,902,1308,935,37942,24323
6x8,XIDA,1,204,165,1179,874,1308,1126,37942,24574
6x8,XIDA,2,102,274,604,996,638,1162,19572,25601
6x8,XIDA,3,66,242,384,1156,418,1524,12677,30496
6x8,XIDA,4,50,257,299,1380,308,1660,9623,42169
6x8,BiXIDA,-1,176,176,2001,1435,1186,948,39441,27440
6x8,BiXIDA,1,353,573,4355,6922,2693,5278,62502,93591
6x8,BiXIDA,2,88,121,1041,1000,605,759,19838,18186
6x8,BiXIDA,3,58,318,690,3380,408,2677,13372,62265
6x8,BiXIDA,4,46,135,512,1313,312,1091,10445,31435
7x7,XMM,-1,158,216,816,1197,1880,2980,10199,18136
7x7,XMM,1,158,216,816,1231,1880,2963,10199,18380
7x7,XMM,2,158,211,816,1242,1880,3019,10199,18392
7x7,XMM,3,158,218,816,1229,1880,3023,10199,18436
7x7,XMM,4,158,215,816,1226,1880,3009,10199,18208
7x7,XA*,-1,141,127,874,838,1585,1771,19676,21733
7x7,XA*,1,141,125,874,853,1585,1762,19676,21921
7x7,XA*,2,141,124,874,859,1585,1798,19676,22040
7x7,XA*,3,141,125,874,862,1585,1800,19676,22017
7x7,XA*,4,141,126,874,854,1585,1792,19676,21868
7x7,BiXA*,-1,140,120,1364,1022,2604,2091,25996,23519
7x7,BiXA*,1,291,481,2126,3037,5128,8116,57287,92252
7x7,BiXA*,2,70,85,686,704,1351,1395,13484,15020
7x7,BiXA*,3,54,346,475,2335,866,4643,10219,52978
7x7,BiXA*,4,35,150,346,1068,672,2233,6877,25419
7x7,XDFBnB,-1,153,138,1056,991,1659,1256,26054,17991
7x7,XDFBnB,1,153,113,1056,740,1659,2007,26054,17991
7x7,XDFBnB,2,76,151,521,904,820,1256,13396,18534
7x7,XDFBnB,3,50,196,354,914,554,1664,8937,21957
7x7,XDFBnB,4,39,186,260,1174,408,2852,6716,36994
7x7,BiXDFBnB,-1,165,214,1430,1353,2692,2020,26012,19120
7x7,BiXDFBnB,1,344,559,2154,3229,5356,12317,57303,89876
7x7,BiXDFBnB,2,81,101,719,794,1401,1345,13492,12385
7x7,BiXDFBnB,3,63,391,494,2296,887,4685,10223,45138
7x7,BiXDFBnB,4,39,126,353,961,686,2620,6880,22569
7x7,XIDA,-1,173,132,1208,1061,1693,1318,30447,29589
7x7,XIDA,1,173,170,1208,1032,1693,1315,30447,21229
7x7,XIDA,2,86,232,602,898,834,1313,15693,22037
7x7,XIDA,3,59,214,404,1119,567,1728,10401,26307
7x7,XIDA,4,44,222,300,1457,416,2304,7870,36440
7x7,BiXIDA,-1,179,156,1648,1385,2680,2063,29324,32014
7x7,BiXIDA,1,353,706,2589,4632,5894,9839,70147,113142
7x7,BiXIDA,2,90,183,829,836,1389,1355,15135,14520
7x7,BiXIDA,3,67,490,567,2848,883,4687,11600,53754
7x7,BiXIDA,4,43,155,422,1250,684,2112,7789,23719
7x8,XMM,-1,283,444,1830,3073,6722,12641,20298,45254
7x8,XMM,1,283,471,1830,3074,6722,12603,20298,43933
7x8,XMM,2,283,442,1830,3128,6722,12540,20298,44761
7x8,XMM,3,283,439,1830,3147,6722,12544,20298,45381
7x8,XMM,4,283,449,1830,3132,6722,12378,20298,45838
7x8,XA*,-1,274,310,974,1243,13791,14913,62237,62390
7x8,XA*,1,274,315,974,1244,13791,14852,62237,60961
7x8,XA*,2,274,310,974,1275,13791,14789,62237,61586
7x8,XA*,3,274,311,974,1267,13791,14826,62237,61884
7x8,XA*,4,274,321,974,1267,13791,14658,62237,63832
7x8,BiXA*,-1,360,284,2543,2012,20400,17993,90889,69573
7x8,BiXA*,1,694,1103,4547,7434,38368,58426,178164,250198
7x8,BiXA*,2,181,192,1266,1396,10141,10306,45619,42639
7x8,BiXA*,3,123,690,874,4680,7604,35474,30528,154317
7x8,BiXA*,4,90,299,634,2024,5038,16022,22878,71348
7x8,XDFBnB,-1,291,412,1184,1050,16926,13181,75605,58168
7x8,XDFBnB,1,291,259,1184,1616,16926,15616,75605,58609
7x8,XDFBnB,2,148,262,594,1614,8410,12427,36608,54976
7x8,XDFBnB,3,98,535,397,1284,5639,18734,25307,74501
7x8,XDFBnB,4,73,422,297,1769,4251,24195,18242,96011
7x8,BiXDFBnB,-1,370,529,2576,2095,20446,15927,90905,71064
7x8,BiXDFBnB,1,716,1237,4598,11447,38487,72999,178225,296861
7x8,BiXDFBnB,2,185,199,1281,1841,10162,9893,45627,45162
7x8,BiXDFBnB,3,127,1047,885,4561,7627,41260,30530,157547
7x8,BiXDFBnB,4,90,293,641,1974,5046,17945,22882,73844
7x8,XIDA,-1,339,305,1464,1335,19465,23918,79139,63509
7x8,XIDA,1,339,346,1464,1735,19465,17111,79139,62365
7x8,XIDA,2,174,344,734,1382,9595,15159,38392,58931
7x8,XIDA,3,115,411,490,1698,6466,18665,26474,103555
7x8,XIDA,4,87,546,367,2322,4842,24030,19141,141461
7x8,BiXIDA,-1,402,351,3331,2800,23273,28903,96829,79061
7x8,BiXIDA,1,803,1628,6331,13225,46456,81966,195853,338371
7x8,BiXIDA,2,200,226,1656,1814,11534,11703,48569,49246
7x8,BiXIDA,3,137,811,1152,6416,8689,41595,32617,235453
7x8,BiXIDA,4,98,330,828,2721,5739,17385,24319,112073
8x8,XMM,-1,2584,5019,3660,7095,16490,35526,,
8x8,XMM,1,2584,4987,3660,7136,16490,35743,,
8x8,XMM,2,2584,4943,3660,7040,16490,34499,,
8x8,XMM,3,2584,4970,3660,7059,16490,35791,,
8x8,XMM,4,2584,4997,3660,7060,16490,35862,,
8x8,XA*,-1,2126,2672,4846,6290,31408,38202,,
8x8,XA*,1,2126,2642,4846,6315,31408,38416,,
8x8,XA*,2,2126,2652,4846,6224,31408,37912,,
8x8,XA*,3,2126,2636,4846,6223,31408,38693,,
8x8,XA*,4,2126,2647,4846,6287,31408,38778,,
8x8,BiXA*,-1,5083,5103,7499,6923,78346,82679,,
8x8,BiXA*,1,10564,19044,15220,26244,153393,258412,,
8x8,BiXA*,2,2697,3811,3731,4974,39311,53555,,
8x8,BiXA*,3,1877,12707,2931,15274,29504,175719,,
8x8,BiXA*,4,1361,4819,1978,7094,20191,81745,,
8x8,XDFBnB,-1,2362,2406,6523,5698,47120,49891,267656,257373
8x8,XDFBnB,1,2362,2375,6523,5887,47120,47423,267656,259487
8x8,XDFBnB,2,1135,2185,3329,5806,23581,41403,128162,245104
8x8,XDFBnB,3,783,2930,2188,6628,15560,49736,88460,341733
8x8,XDFBnB,4,549,3483,1610,8790,11785,67108,64134,425112
8x8,BiXDFBnB,-1,5100,4755,8506,7389,78488,79982,434507,377366
8x8,BiXDFBnB,1,10622,21289,16947,32887,153637,311427,974951,1899567
8x8,BiXDFBnB,2,2707,2934,4226,4721,39372,45644,225468,237870
8x8,BiXDFBnB,3,1879,10118,3342,16683,29533,161614,159236,908018
8x8,BiXDFBnB,4,1364,3500,2200,7454,20218,70032,110018,324462
8x8,XIDA,-1,2606,2466,8354,7799,54007,51321,293095,285846
8x8,XIDA,1,2606,2649,8354,7792,54007,48408,293095,287654
8x8,XIDA,2,1253,2530,4307,8093,27337,48971,140372,270683
8x8,XIDA,3,868,4728,2796,9612,17929,60577,96926,367153
8x8,XIDA,4,619,4646,2115,14072,13724,80287,70251,472883
8x8,BiXIDA,-1,7161,6413,10038,9156,96701,92484,428435,381166
8x8,BiXIDA,1,16723,34398,21993,44422,193566,377090,959812,1908840
8x8,BiXIDA,2,3713,4456,5000,5754,48388,58671,222222,234111
8x8,BiXIDA,3,2643,21939,3833,21083,36336,217176,157927,891498
8x8,BiXIDA,4,1821,5463,2650,10229,24855,91776,108360,328182

--- Snake Grids ---
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,-1,119,363,203,633,347,1201,1119,3995
7x7,XMM,1,119,351,203,634,347,1169,1119,4067
7x7,XMM,2,119,366,203,630,347,1153,1119,4021
7x7,XMM,3,119,365,203,704,347,1189,1119,3957
7x7,XMM,4,119,362,203,636,347,1128,1119,4062
7x7,XA*,-1,112,249,180,416,225,706,928,2758
7x7,XA*,1,112,244,180,418,225,686,928,2790
7x7,XA*,2,112,252,180,416,225,680,928,2774
7x7,XA*,3,112,250,180,469,225,696,928,2734
7x7,XA*,4,112,251,180,420,225,665,928,2785
7x7,BiXA*,-1,115,288,148,431,219,736,756,2416
7x7,BiXA*,1,419,1278,322,1465,543,2688,1928,9484
7x7,BiXA*,2,71,218,78,331,112,564,396,1812
7x7,BiXA*,3,61,605,70,943,103,1748,386,5694
7x7,BiXA*,4,33,247,49,434,70,849,207,2400
7x7,XDFBnB,-1,132,286,218,547,406,1017,1120,3072
7x7,XDFBnB,1,132,301,218,554,406,1025,1120,4575
7x7,XDFBnB,2,97,278,113,400,153,734,825,3082
7x7,XDFBnB,3,45,217,74,413,115,892,449,3429
7x7,XDFBnB,4,38,222,66,469,88,1076,387,3919
7x7,BiXDFBnB,-1,142,353,177,560,387,1105,981,2968
7x7,BiXDFBnB,1,649,1848,418,1924,1188,4343,3020,19401
7x7,BiXDFBnB,2,93,264,99,385,165,753,508,2088
7x7,BiXDFBnB,3,74,688,79,991,131,2175,556,7431
7x7,BiXDFBnB,4,37,253,58,475,81,966,276,2770
7x7,XIDA,-1,257,774,417,1189,495,1638,2015,9534
7x7,XIDA,1,257,1155,417,1174,495,1697,2015,6607
7x7,XIDA,2,132,616,207,939,258,1510,1070,6886
7x7,XIDA,3,84,667,141,1085,168,1564,694,12497
7x7,XIDA,4,63,717,98,1207,132,2600,558,8600
7x7,BiXIDA,-1,289,935,361,1266,462,1686,1553,8379
7x7,BiXIDA,1,1912,7979,685,4038,1078,6456,4309,25518
7x7,BiXIDA,2,153,626,188,948,245,1397,817,5111
7x7,BiXIDA,3,124,1764,158,2637,213,4069,794,27068
7x7,BiXIDA,4,73,782,102,1216,137,2412,427,6577
7x8,XMM,-1,167,609,615,2218,878,3383,2625,10599
7x8,XMM,1,167,605,615,2197,878,3312,2625,10554
7x8,XMM,2,167,598,615,2163,878,3383,2625,10728
7x8,XMM,3,167,606,615,2190,878,3356,2625,10404
7x8,XMM,4,167,617,615,2198,878,3376,2625,10563
7x8,XA*,-1,171,482,401,1324,579,2039,2210,7457
7x8,XA*,1,171,482,401,1315,579,2014,2210,7414
7x8,XA*,2,171,475,401,1282,579,2044,2210,7499
7x8,XA*,3,171,484,401,1305,579,2042,2210,7167
7x8,XA*,4,171,484,401,1326,579,2064,2210,7420
7x8,BiXA*,-1,198,533,490,1683,580,2073,1810,6314
7x8,BiXA*,1,713,2238,1594,7440,1192,7304,5059,27426
7x8,BiXA*,2,93,426,247,1214,302,1635,922,4724
7x8,BiXA*,3,113,1157,274,4498,263,4785,942,14718
7x8,BiXA*,4,45,511,120,1602,156,2285,492,6512
7x8,XDFBnB,-1,260,673,558,1690,1193,3494,2744,8858
7x8,XDFBnB,1,260,745,558,1650,1193,3445,2744,8874
7x8,XDFBnB,2,116,484,267,1352,475,2508,1316,7187
7x8,XDFBnB,3,118,567,177,1401,299,2638,897,8404
7x8,XDFBnB,4,89,623,138,1549,233,3068,692,8907
7x8,BiXDFBnB,-1,664,1203,648,2036,917,3020,2505,8503
7x8,BiXDFBnB,1,1906,4890,3356,11610,2442,12290,7990,41330
7x8,BiXDFBnB,2,385,745,329,1446,466,2268,1183,5704
7x8,BiXDFBnB,3,333,1665,349,4750,397,6208,1340,18531
7x8,BiXDFBnB,4,300,877,229,1829,248,2954,629,7713
7x8,XIDA,-1,497,1650,1435,5168,1553,5924,5201,19551
7x8,XIDA,1,497,1835,1435,5433,1553,6093,5201,18804
7x8,XIDA,2,239,1288,721,4312,758,5473,2551,16126
7x8,XIDA,3,207,1376,481,4862,497,5910,1735,21764
7x8,XIDA,4,117,1372,350,8584,371,7384,1322,21339
7x8,BiXIDA,-1,559,1920,1496,5695,1481,5932,4199,17679
7x8,BiXIDA,1,1567,8082,4749,29313,2952,21151,11260,75247
7x8,BiXIDA,2,275,1369,768,4236,758,4815,2126,13256
7x8,BiXIDA,3,799,5396,836,15489,620,13530,1990,46941
7x8,BiXIDA,4,120,1529,370,8015,409,6924,1140,19338
7x9,XMM,-1,366,1409,681,2732,2243,9918,2220,10162
7x9,XMM,1,366,1395,681,2710,2243,9825,2220,10104
7x9,XMM,2,366,1404,681,2652,2243,10206,2220,10009
7x9,XMM,3,366,1404,681,2642,2243,9893,2220,9974
7x9,XMM,4,366,1413,681,2668,2243,9625,2220,10033
7x9,XA*,-1,266,863,615,2142,1512,6134,1497,6221
7x9,XA*,1,266,858,615,2129,1512,6109,1497,6193
7x9,XA*,2,266,862,615,2086,1512,6099,1497,6161
7x9,XA*,3,266,848,615,2085,1512,6150,1497,6134
7x9,XA*,4,266,855,615,2103,1512,5934,1497,6127
7x9,BiXA*,-1,386,1266,747,2139,2211,8456,2121,9126
7x9,BiXA*,1,671,3779,3039,11114,4306,28877,3990,31460
7x9,BiXA*,2,214,939,428,1570,1182,6952,1112,7268
7x9,BiXA*,3,175,3642,338,4277,1012,23919,952,20303
7x9,BiXA*,4,105,1741,197,1840,590,10080,582,9040
7x9,XDFBnB,-1,452,1215,1137,3921,1828,7250,2526,10156
7x9,XDFBnB,1,452,1228,1137,3074,1828,7087,2526,9805
7x9,XDFBnB,2,214,920,1140,3154,979,6532,1556,9717
7x9,XDFBnB,3,152,1060,467,2349,664,7192,754,8485
7x9,XDFBnB,4,115,1098,324,2477,574,10100,531,9565
7x9,BiXDFBnB,-1,484,1547,1147,3802,2777,10661,4112,14669
7x9,BiXDFBnB,1,1176,5623,6372,19088,5666,36988,8164,52614
7x9,BiXDFBnB,2,293,1151,850,2374,1960,8532,2044,10048
7x9,BiXDFBnB,3,221,2984,537,5015,1389,22578,1716,30040
7x9,BiXDFBnB,4,139,1212,333,2147,948,10906,1045,12277
7x9,XIDA,-1,723,2690,2151,8122,3402,14990,3565,15808
7x9,XIDA,1,723,2675,2151,7986,3402,14850,3565,15724
7x9,XIDA,2,348,2145,1066,6589,1693,12912,1654,13043
7x9,XIDA,3,247,2579,755,7018,1205,16347,1102,14833
7x9,XIDA,4,176,2755,561,9703,906,21328,839,19492
7x9,BiXIDA,-1,846,3170,1908,6834,4986,21412,4518,20393
7x9,BiXIDA,1,1529,10629,7607,39702,8888,69700,8991,77845
7x9,BiXIDA,2,460,2351,1006,4797,2733,16270,2278,15136
7x9,BiXIDA,3,388,6958,852,14216,2159,49025,2030,47806
7x9,BiXIDA,4,230,2789,469,6849,1375,25121,1199,22600
8x8,XMM,-1,304,1188,755,3098,2479,10763,4726,21704
8x8,XMM,1,304,1176,755,3031,2479,10855,4726,21800
8x8,XMM,2,304,1220,755,3097,2479,10710,4726,21978
8x8,XMM,3,304,1226,755,3086,2479,10767,4726,22086
8x8,XMM,4,304,1197,755,3058,2479,10709,4726,22162
8x8,XA*,-1,325,1020,596,1995,2192,7812,3073,12866
8x8,XA*,1,325,989,596,1953,2192,7817,3073,12930
8x8,XA*,2,325,1019,596,1998,2192,7743,3073,13028
8x8,XA*,3,325,1031,596,2002,2192,7781,3073,13021
8x8,XA*,4,325,1013,596,1979,2192,7714,3073,13084
8x8,BiXA*,-1,307,1080,594,2202,1797,7995,3105,15675
8x8,BiXA*,1,787,4357,1275,8694,4686,30775,7046,53078
8x8,BiXA*,2,175,803,310,1880,937,9443,1602,10934
8x8,BiXA*,3,159,2488,289,4873,834,35930,1466,34808
8x8,BiXA*,4,93,1093,154,2179,534,9890,847,17276
8x8,XDFBnB,-1,483,1276,673,2299,3031,9958,4878,17404
8x8,XDFBnB,1,483,1324,673,2314,3031,9957,4878,17719
8x8,XDFBnB,2,399,1137,363,1909,1667,8466,2667,16420
8x8,XDFBnB,3,112,915,252,1990,1086,8969,2327,20480
8x8,XDFBnB,4,192,1109,197,2404,848,10362,1592,24942
8x8,BiXDFBnB,-1,361,1260,941,2928,2146,8519,6149,23329
8x8,BiXDFBnB,1,1097,5799,2119,10837,6766,39300,22831,114090
8x8,BiXDFBnB,2,199,889,498,2083,1131,6506,3340,16529
8x8,BiXDFBnB,3,203,2710,352,5272,974,18590,2826,49261
8x8,BiXDFBnB,4,106,1104,197,2268,686,9769,1696,21886
8x8,XIDA,-1,939,5116,1632,6440,5264,20637,7364,32527
8x8,XIDA,1,939,3500,1632,6394,5264,20140,7364,32671
8x8,XIDA,2,504,2798,854,5409,2597,25689,3559,28668
8x8,XIDA,3,286,2731,594,9148,1735,18633,2550,35511
8x8,XIDA,4,239,3170,460,7314,1340,30766,1878,46075
8x8,BiXIDA,-1,856,5434,2006,8403,4235,19398,7902,37174
8x8,BiXIDA,1,1833,12636,3826,28475,10406,77254,15886,136443
8x8,BiXIDA,2,434,2462,1053,6303,2160,21077,4052,28770
8x8,BiXIDA,3,383,7224,905,25186,1818,44597,3557,91321
8x8,BiXIDA,4,221,3137,516,8093,1174,29739,2104,45172
8x9,XMM,-1,627,2755,1917,9414,5799,28405,21219,118650
8x9,XMM,1,627,2837,1917,9367,5799,28787,21219,112838
8x9,XMM,2,627,2830,1917,9486,5799,28330,21219,127575
8x9,XMM,3,627,2809,1917,9313,5799,28332,21219,115800
8x9,XMM,4,627,2830,1917,9278,5799,28792,21219,113341
8x9,XA*,-1,457,1687,1641,6749,4566,18773,15001,70684
8x9,XA*,1,457,1739,1641,6695,4566,19126,15001,67279
8x9,XA*,2,457,1724,1641,6792,4566,18904,15001,76510
8x9,XA*,3,457,1728,1641,6696,4566,18889,15001,69066
8x9,XA*,4,457,1765,1641,6672,4566,19224,15001,67604
8x9,BiXA*,-1,814,2886,1819,8774,4857,19288,13267,66179
8x9,BiXA*,1,2660,12355,6317,63848,14684,99210,32974,276099
8x9,BiXA*,2,403,2115,931,7141,2517,16062,6753,51344
8x9,BiXA*,3,382,6475,995,20774,2321,46039,6048,163560
8x9,BiXA*,4,224,3768,522,9929,1393,19356,3455,75133
8x9,XDFBnB,-1,777,2594,1993,8176,7143,27806,20091,85972
8x9,XDFBnB,1,777,2611,1993,7964,7143,27799,20091,87170
8x9,XDFBnB,2,343,2034,1113,6948,3422,21609,9804,70855
8x9,XDFBnB,3,349,2325,946,8236,2579,25893,6846,80781
8x9,XDFBnB,4,187,2491,669,9254,1663,25812,5083,103495
8x9,BiXDFBnB,-1,1062,3674,2595,10642,6082,24958,17451,82840
8x9,BiXDFBnB,1,3292,15481,9587,54591,21801,148899,49789,392098
8x9,BiXDFBnB,2,521,2488,1305,7811,3079,17425,10936,69989
8x9,BiXDFBnB,3,449,6541,1329,23927,2721,53509,9427,199214
8x9,BiXDFBnB,4,274,2758,707,11073,1548,22008,5144,94250
8x9,XIDA,-1,1635,10165,4879,22136,14922,69221,35116,165055
8x9,XIDA,1,1635,7235,4879,22800,14922,67951,35116,161204
8x9,XIDA,2,806,7686,2525,19917,7251,59160,17370,140364
8x9,XIDA,3,558,6669,1717,22379,4862,68259,11654,169755
8x9,XIDA,4,392,8795,1336,26710,3371,81451,8558,207881
8x9,BiXIDA,-1,2552,15743,5977,30103,11578,56061,31771,166770
8x9,BiXIDA,1,7536,50000,16526,134898,41278,334463,71317,679946
8x9,BiXIDA,2,1292,9737,3115,24599,6030,42369,16965,132829
8x9,BiXIDA,3,1168,25880,2831,75279,5609,140267,14311,437123
8x9,BiXIDA,4,686,10471,1729,37390,3010,58206,8842,211658
9x9,XMM,-1,1833,9487,5265,26944,11898,68308,42514,253914
9x9,XMM,1,1833,9449,5265,27055,11898,66446,42514,251612
9x9,XMM,2,1833,9539,5265,26653,11898,67560,42514,252040
9x9,XMM,3,1833,9542,5265,27169,11898,66638,42514,251196
9x9,XMM,4,1833,9545,5265,27593,11898,66836,42514,257540
9x9,XA*,-1,1537,6472,4647,20354,6647,34388,23043,122661
9x9,XA*,1,1537,6456,4647,20401,6647,33326,23043,121536
9x9,XA*,2,1537,6478,4647,20187,6647,33793,23043,122014
9x9,XA*,3,1537,6528,4647,20639,6647,33781,23043,122099
9x9,XA*,4,1537,6520,4647,20740,6647,33865,23043,124311
9x9,BiXA*,-1,1707,7489,4504,20893,8359,41889,26568,145907
9x9,BiXA*,1,6214,37833,12413,96210,18211,168657,56445,578620
9x9,BiXA*,2,940,8111,2314,15886,4250,31621,13794,113250
9x9,BiXA*,3,748,16325,2007,47022,3702,102980,11716,348822
9x9,BiXA*,4,577,7190,1244,44710,2127,52974,7385,167808
9x9,XDFBnB,-1,1753,7126,8206,32042,10838,53416,38716,192880
9x9,XDFBnB,1,1753,7128,8206,32151,10838,51625,38716,192638
9x9,XDFBnB,2,977,6336,3859,25165,5055,43015,22354,155524
9x9,XDFBnB,3,690,6742,2445,25448,3678,49002,12184,164584
9x9,XDFBnB,4,1040,9194,1875,29881,2624,61966,8518,203312
9x9,BiXDFBnB,-1,1986,7969,8307,34004,14650,68622,42820,217409
9x9,BiXDFBnB,1,15070,64963,23415,162798,26668,230443,102859,983520
9x9,BiXDFBnB,2,1113,6077,4169,22617,7712,47856,20410,143399
9x9,BiXDFBnB,3,1821,19555,3472,61843,7422,150996,16449,408604
9x9,BiXDFBnB,4,748,7276,2127,26782,4578,64059,10039,195935
9x9,XIDA,-1,4902,24361,12902,82900,16436,90039,52814,295947
9x9,XIDA,1,4902,23065,12902,60703,16436,86249,52814,321915
9x9,XIDA,2,2537,24896,6640,51517,8259,80319,26532,244335
9x9,XIDA,3,1752,25252,4459,57751,5688,96543,17656,281815
9x9,XIDA,4,1366,25419,3272,97880,4221,117098,13239,365855
9x9,BiXIDA,-1,4701,24627,10808,76053,20443,108482,55717,322345
