--- LSP Grids ---
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
Grid,Algorithm,Lookahead,0 blocks Expansions,0 blocks Time [ms],1 block Expansions,1 block Time [ms],2 blocks Expansions,2 blocks Time [ms]
13x13,XMM,-1,1354,3098,59904,162638,,
13x13,XMM,1,1354,3143,59904,157976,,
13x13,XMM,2,1354,3037,59904,164035,,
13x13,XMM,3,1354,3134,59904,165612,,
13x13,XMM,4,1354,3109,59904,162451,,
13x13,XA*,-1,561,1128,30949,76918,,
13x13,XA*,1,561,1119,30949,75568,,
13x13,XA*,2,561,1073,30949,77162,,
13x13,XA*,3,561,1127,30949,78501,,
13x13,XA*,4,561,1115,30949,76903,,
13x13,BiXA*,-1,760,1311,21315,37781,,
13x13,BiXA*,1,1537,5734,90580,320197,,
13x13,BiXA*,2,381,773,10840,25165,,
13x13,BiXA*,3,269,1923,5920,55171,,
13x13,BiXA*,4,190,756,5518,29636,,
13x13,XDFBnB,-1,1,70952,,,,
13x13,XDFBnB,1,885,1483,41201,86882,,
13x13,XDFBnB,2,451,1379,20588,70387,,
13x13,XDFBnB,3,292,1286,13282,71019,,
13x13,XDFBnB,4,159,1011,10228,79264,,
13x13,BiXDFBnB,-1,987,2066,,,,
13x13,BiXDFBnB,1,2141,9404,110666,502797,,
13x13,BiXDFBnB,2,501,933,12804,26823,,
13x13,BiXDFBnB,3,376,2558,7189,63239,,
13x13,BiXDFBnB,4,248,899,6511,30759,,
13x13,XIDA,-1,3693,7360,152323,324613,,
13x13,XIDA,1,3693,7361,152323,338528,,
13x13,XIDA,2,1879,5653,76597,289806,,
13x13,XIDA,3,1197,5797,49994,283931,,
13x13,XIDA,4,870,5584,38227,327176,,
13x13,BiXIDA,-1,5066,10650,80421,166190,,
13x13,BiXIDA,1,10690,51810,385479,1867878,,
13x13,BiXIDA,2,2514,4994,41294,92252,,
13x13,BiXIDA,3,1864,15366,22912,214224,,
13x13,BiXIDA,4,1208,4835,20844,104599,,

--- CIB ---
Dimension,Algorithm,Lookahead,Finding Expansions,Finding Time [ms],Proving Expansions,Proving Time [ms]
4,XMM,-1,4,3,7,5
4,XMM,1,4,3,7,5
4,XMM,2,4,3,7,5
4,XMM,3,4,3,7,5
4,XMM,4,4,3,7,5
4,XA*,-1,4,3,5,3
4,XA*,1,4,3,5,3
4,XA*,2,4,3,5,3
4,XA*,3,4,3,5,3
4,XA*,4,4,3,5,3
4,BiXA*,-1,7,5,4,2
4,BiXA*,1,7,5,4,4
4,BiXA*,2,7,5,5,3
4,BiXA*,3,7,5,3,3
4,BiXA*,4,7,5,1,2
4,XDFBnB,-1,1,1,1,2
4,XDFBnB,1,3,3,3,3
4,XDFBnB,2,2,2,4,3
4,XDFBnB,3,1,0,1,1
4,XDFBnB,4,1,1,1,2
4,BiXDFBnB,-1,3,4,4,4
4,BiXDFBnB,1,3,4,3,4
4,BiXDFBnB,2,2,2,5,3
4,BiXDFBnB,3,1,1,3,4
4,BiXDFBnB,4,1,1,1,1
4,XIDA,-1,4,4,4,4
4,XIDA,1,4,4,4,4
4,XIDA,2,2,3,6,6
4,XIDA,3,1,2,3,4
4,XIDA,4,1,2,2,3
4,BiXIDA,-1,4,4,4,4
4,BiXIDA,1,4,6,4,6
4,BiXIDA,2,2,2,5,3
4,BiXIDA,3,1,2,3,4
4,BiXIDA,4,1,2,1,2
5,XMM,-1,35,50,55,97
5,XMM,1,35,50,55,94
5,XMM,2,35,50,55,94
5,XMM,3,35,50,55,95
5,XMM,4,35,51,55,96
5,XA*,-1,35,49,36,51
5,XA*,1,35,49,36,50
5,XA*,2,35,50,36,50
5,XA*,3,35,50,36,50
5,XA*,4,35,51,36,51
5,BiXA*,-1,39,73,33,49
5,BiXA*,1,39,71,54,132
5,BiXA*,2,39,71,20,44
5,BiXA*,3,39,72,18,72
5,BiXA*,4,39,73,32,55
5,XDFBnB,-1,1,18,1,129
5,XDFBnB,1,30,32,55,66
5,XDFBnB,2,5,15,29,63
5,XDFBnB,3,3,24,14,56
5,XDFBnB,4,3,41,24,71
5,BiXDFBnB,-1,9,14,33,49
5,BiXDFBnB,1,11,27,56,142
5,BiXDFBnB,2,5,13,20,44
5,BiXDFBnB,3,3,38,19,72
5,BiXDFBnB,4,5,35,31,54
5,XIDA,-1,53,90,53,90
5,XIDA,1,53,90,53,90
5,XIDA,2,15,59,34,98
5,XIDA,3,10,78,18,114
5,XIDA,4,6,112,28,144
5,BiXIDA,-1,52,85,52,86
5,BiXIDA,1,79,217,79,218
5,BiXIDA,2,30,79,30,79
5,BiXIDA,3,19,145,27,191
5,BiXIDA,4,8,97,35,145
6,XMM,-1,6509,32225,17663,99595
6,XMM,1,6509,32028,17663,99460
6,XMM,2,6509,31630,17663,98560
6,XMM,3,6509,32051,17663,99583
6,XMM,4,6509,31985,17663,98677
6,XA*,-1,6509,32043,6510,32300
6,XA*,1,6509,31924,6510,32107
6,XA*,2,6509,31830,6510,31706
6,XA*,3,6509,31854,6510,32136
6,XA*,4,6509,33304,6510,32058
6,BiXA*,-1,4854,33172,6451,34047
6,BiXA*,1,4854,33066,10981,100307
6,BiXA*,2,4854,32768,3631,30964
6,BiXA*,3,4854,33330,3034,100841
6,BiXA*,4,4854,32833,2000,57669
6,XDFBnB,-1,1,18446,1,1295837
6,XDFBnB,1,807,1350,7247,34219
6,XDFBnB,2,26,119,3727,42951
6,XDFBnB,3,26,282,2310,58662
6,XDFBnB,4,8,412,1929,95306
6,BiXDFBnB,-1,1529,6375,7597,38494
6,BiXDFBnB,1,983,3084,11907,103824
6,BiXDFBnB,2,957,4340,4366,31476
6,BiXDFBnB,3,297,4929,3252,100701
6,BiXDFBnB,4,61,986,2040,54334
6,XIDA,-1,12689,70882,12689,70884
6,XIDA,1,12689,68895,12689,68897
6,XIDA,2,7203,96904,7203,96906
6,XIDA,3,4522,142201,4522,142205
6,XIDA,4,3735,246458,3735,246465
6,BiXIDA,-1,13424,73171,13424,73173
6,BiXIDA,1,21332,216748,21332,216750
6,BiXIDA,2,7720,69957,7720,69958
6,BiXIDA,3,6048,244178,6048,244182
6,BiXIDA,4,4015,149318,4015,149321
